open_time,open,high,low,close,volume
1730974500000,75000.0,75010.0,74971.5,74979.3,5.63575668
1730974560000,74979.3,74988.0,74954.5,74964.4,2.55346375
1730974620000,74964.4,75008.0,74953.6,74982.8,3.3327489
1730974680000,74982.7,74982.7,74956.2,74962.4,1.47133722
1730974740000,74962.4,74989.3,74957.4,74989.2,2.08159981
1730974800000,74989.2,74999.1,74900.0,74904.6,1.59208157
1730974860000,74907.5,74926.0,74858.0,74926.0,3.43356341
1730974920000,74925.9,74929.4,74876.5,74876.6,0.66513309
1730974980000,74877.2,74887.4,74869.3,74871.1,0.52147093
1730975040000,74871.0,74947.7,74871.0,74906.7,3.34882258
1730975100000,74906.6,74906.6,74856.0,74856.6,3.36720257
1730975160000,74856.6,74875.9,74843.0,74847.6,1.95498746
1730975220000,74847.6,74891.1,74847.6,74889.9,1.83712887
1730975280000,74890.0,74912.0,74877.8,74877.8,1.67387647
1730975340000,74877.3,74885.9,74861.8,74863.6,0.69959141
1730975400000,74863.6,74863.6,74808.0,74808.1,1.55351805
1730975460000,74806.7,74863.1,74804.1,74821.6,2.1410936
1730975520000,74822.1,74839.8,74810.3,74810.3,2.09010345
1730975580000,74810.3,74826.5,74776.1,74789.2,2.7093484
1730975640000,74791.6,74804.0,74771.3,74801.3,1.16620761
1730975700000,74801.4,74829.9,74781.9,74781.9,3.04031888
1730975760000,74781.9,74849.9,74771.6,74831.2,3.2523613
1730975820000,74831.3,74848.1,74802.9,74848.1,1.45433357
1730975880000,74848.1,74860.0,74812.1,74813.7,1.37036082
1730975940000,74813.7,74847.9,74813.7,74814.4,1.15796679
1730976000000,74814.4,74819.3,74760.0,74780.4,8.04114547
1730976060000,74783.2,74847.9,74783.2,74847.9,6.41369238
1730976120000,74847.9,74911.9,74843.7,74887.9,2.97433739
1730976180000,74887.9,74887.9,74822.2,74822.3,1.31735593
1730976240000,74822.3,74848.0,74815.1,74848.0,1.84202368
1730976300000,74848.0,74943.6,74847.9,74931.7,4.3888073
1730976360000,74930.4,74930.4,74885.3,74885.3,1.82445788
1730976420000,74884.3,74917.1,74884.3,74903.5,3.80893544
1730976480000,74903.5,74931.8,74900.0,74931.6,2.52364121
1730976540000,74930.6,74951.5,74930.6,74945.7,2.05690008
1730976600000,74948.0,74959.4,74925.3,74925.3,1.71105851
1730976660000,74925.4,74967.7,74925.4,74935.1,1.58482537
1730976720000,74935.0,74970.7,74930.3,74951.9,0.93856319
1730976780000,74951.9,74971.3,74950.2,74971.2,1.60831391
1730976840000,74971.2,74974.6,74950.0,74950.1,1.75246432
1730976900000,74950.0,74953.7,74924.6,74939.8,1.92130593
1730976960000,74936.3,74957.8,74930.3,74955.7,0.52065209
1730977020000,74955.6,74992.6,74953.6,74992.6,1.7532961
1730977080000,74992.6,74995.9,74971.2,74991.9,1.92226192
1730977140000,74992.0,75037.5,74990.3,75029.5,3.46662063
1730977200000,75029.4,75037.5,74988.7,75001.1,3.51686953
1730977260000,75001.1,75037.5,75001.1,75024.6,1.96899199
1730977320000,75024.7,75024.7,74990.0,74990.1,3.54600678
1730977380000,74990.0,75033.5,74976.2,75033.5,4.93587933
1730977440000,75033.4,75033.5,74971.2,74971.2,1.65313922
1730977500000,74971.3,74991.9,74957.6,74973.3,2.38016684
1730977560000,74972.3,74972.3,74926.6,74926.7,0.98303178
1730977620000,74926.7,74926.7,74872.0,74897.0,10.32389498
1730977680000,74897.0,74923.3,74897.0,74900.2,1.36262039
1730977740000,74900.2,74952.5,74897.1,74952.4,1.8426014
1730977800000,74952.5,74992.0,74950.6,74973.2,1.05868612
1730977860000,74973.1,74974.5,74949.7,74954.7,0.22567451
1730977920000,74954.7,74998.2,74954.7,74981.0,1.76535579
1730977980000,74980.9,74995.3,74978.2,74988.0,1.6735491
1730978040000,74988.1,74988.1,74972.5,74972.5,0.67289492
1730978100000,74972.6,74987.9,74934.8,74934.8,1.09587153
1730978160000,74934.7,74959.9,74912.0,74920.0,1.41823082
1730978220000,74919.9,74919.9,74874.0,74884.5,3.28441009
1730978280000,74884.6,74884.6,74844.2,74844.2,0.85154156
1730978340000,74844.3,74918.9,74842.7,74918.9,2.33064706
1730978400000,74919.0,74934.2,74899.4,74934.1,0.97264723
1730978460000,74934.1,74934.2,74892.7,74892.7,0.6156466
1730978520000,74892.8,74915.9,74862.0,74862.0,1.94443398
1730978580000,74862.0,74895.5,74856.0,74895.5,0.82573645
1730978640000,74895.5,74924.7,74888.2,74888.3,4.29669103
1730978700000,74888.3,74888.3,74855.9,74856.3,2.91317467
1730978760000,74856.3,74873.4,74848.5,74848.5,2.30575301
1730978820000,74848.4,74850.4,74824.1,74842.9,3.64836218
1730978880000,74842.8,74862.7,74836.1,74850.3,1.08704239
1730978940000,74850.4,74857.8,74835.3,74835.3,0.50995228
1730979000000,74835.3,74835.4,74811.4,74817.3,2.50782859
1730979060000,74817.3,74828.9,74800.0,74800.1,1.26537245
1730979120000,74800.0,74834.8,74792.8,74829.5,3.33757878
1730979180000,74829.5,74840.0,74804.7,74827.0,2.18723441
1730979240000,74827.6,74855.9,74827.6,74855.3,0.86760135
1730979300000,74855.3,74877.1,74839.3,74877.1,0.70123965
1730979360000,74877.1,74900.0,74874.4,74900.0,0.82148709
1730979420000,74899.9,74916.1,74874.4,74874.4,1.2894
1730979480000,74874.5,74936.0,74874.5,74917.3,4.38101808
1730979540000,74917.3,74917.3,74897.0,74906.9,2.23248907
1730979600000,74906.9,74907.0,74858.0,74858.1,2.26184515
1730979660000,74858.0,74858.1,74843.3,74850.0,1.0240651
1730979720000,74850.0,74881.2,74849.8,74881.2,0.58722839
1730979780000,74881.3,74888.0,74820.1,74835.0,4.52730415
1730979840000,74835.0,74879.2,74817.8,74824.3,4.83823564
1730979900000,74825.0,74846.1,74825.0,74838.5,1.81945934
1730979960000,74838.4,74865.6,74837.0,74865.6,2.10220455
1730980020000,74865.6,74868.3,74826.6,74826.6,0.90742811
1730980080000,74826.6,74832.0,74801.5,74826.6,2.78626559
1730980140000,74827.5,74829.8,74813.4,74815.7,1.1521885
1730980200000,74815.7,74874.5,74815.6,74844.1,1.45271619
1730980260000,74844.0,74844.0,74808.2,74809.2,1.63250747
1730980320000,74809.6,74810.2,74765.6,74765.6,2.9282853
1730980380000,74765.7,74778.5,74720.0,74725.4,6.99420781
1730980440000,74725.5,74765.8,74720.2,74765.8,7.10050438
