open_time,open,high,low,close,volume
1648283760000,44480.0,44480.0,44460.0,44460.2,4.07644393
1648283820000,44460.2,44460.2,44450.0,44450.0,2.32908813
1648283880000,44450.0,44455.5,44440.0,44455.5,0.42331016
1648283940000,44456.0,44464.0,44447.0,44464.0,1.7386171
1648284000000,44464.0,44471.6,44421.2,44471.6,22.3630091
1648284060000,44471.6,44478.0,44471.6,44477.9,0.45608442
1648284120000,44478.0,44488.1,44476.4,44488.1,3.66152937
1648284180000,44488.1,44490.0,44460.0,44462.0,1.10249886
1648284240000,44462.0,44467.8,44462.0,44466.7,0.1207269
1648284300000,44465.0,44465.0,44440.0,44454.3,20.87027342
1648284360000,44454.4,44460.0,44452.0,44460.0,0.56645413
1648284420000,44460.0,44460.0,44446.1,44457.5,0.31511378
1648284480000,44457.6,44471.0,44457.6,44470.9,5.05897029
1648284540000,44471.0,44471.0,44460.0,44460.1,0.46733664
1648284600000,44460.0,44465.0,44460.0,44465.0,0.07097833
1648284660000,44464.9,44477.0,44461.5,44476.9,0.42601367
1648284720000,44477.0,44477.0,44472.1,44473.5,0.47675077
1648284780000,44473.6,44476.9,44473.5,44473.5,0.3173975
1648284840000,44472.6,44472.7,44472.6,44472.7,0.05602222
1648284900000,44472.7,44482.9,44472.7,44482.9,0.65194377
1648284960000,44483.0,44498.0,44483.0,44498.0,0.57358268
1648285020000,44500.0,44510.0,44500.0,44500.1,1.43318265
1648285080000,44500.0,44500.1,44484.1,44490.0,0.96420066
1648285140000,44490.0,44498.0,44488.7,44497.9,2.01223441
1648285200000,44497.9,44499.6,44474.0,44481.9,1.28101396
1648285260000,44481.9,44482.0,44455.0,44455.0,1.64896097
1648285320000,44455.1,44463.9,44455.1,44456.0,0.27843213
1648285380000,44455.1,44455.9,44452.0,44455.9,0.09170463
1648285440000,44456.0,44456.0,44450.0,44450.0,0.45598677
1648285500000,44450.1,44450.1,44435.1,44435.2,2.08247162
1648285560000,44435.1,44440.1,44430.0,44440.1,0.52220262
1648285620000,44442.0,44445.9,44424.9,44441.0,6.76804377
1648285680000,44440.9,44460.0,44440.9,44459.9,3.66534998
1648285740000,44460.0,44460.0,44450.0,44452.0,1.54152588
1648285800000,44452.1,44457.5,44440.0,44442.0,0.75724366
1648285860000,44444.0,44445.8,44436.3,44444.0,0.60093245
1648285920000,44444.0,44460.0,44444.0,44460.0,0.70957812
1648285980000,44460.0,44460.0,44440.1,44440.1,1.59937942
1648286040000,44440.1,44440.1,44434.0,44434.1,0.6764345
1648286100000,44434.1,44442.0,44434.0,44434.1,0.081617
1648286160000,44434.0,44434.0,44424.9,44428.0,0.73142019
1648286220000,44430.0,44440.0,44430.0,44436.1,0.19081864
1648286280000,44436.1,44458.0,44436.1,44457.9,1.53453016
1648286340000,44458.0,44460.0,44457.4,44459.9,1.11048518
1648286400000,44459.9,44459.9,44443.1,44445.4,0.86545204
1648286460000,44445.3,44465.3,44445.3,44461.6,13.28698839
1648286520000,44461.7,44470.0,44456.9,44470.0,0.43521263
1648286580000,44469.9,44480.0,44469.9,44480.0,0.61157443
1648286640000,44479.9,44483.0,44479.9,44483.0,0.56004129
1648286700000,44484.0,44484.9,44474.0,44482.9,0.24223401
1648286760000,44483.0,44488.0,44483.0,44485.9,0.23871867
1648286820000,44485.8,44489.9,44484.0,44489.9,4.30508591
1648286880000,44489.9,44489.9,44474.0,44482.1,0.24607342
1648286940000,44482.0,44482.3,44476.0,44476.0,0.07974301
1648287000000,44476.0,44490.0,44471.3,44490.0,0.20767384
1648287060000,44489.9,44500.0,44489.9,44500.0,0.88235507
1648287120000,44500.0,44510.0,44499.9,44509.4,3.83993987
1648287180000,44509.3,44509.4,44501.0,44501.0,0.31196992
1648287240000,44501.0,44508.0,44498.0,44507.9,0.5854307
1648287300000,44508.0,44508.0,44500.0,44500.1,0.14165997
1648287360000,44500.1,44502.1,44500.0,44502.1,1.04322799
1648287420000,44502.1,44508.0,44502.0,44507.9,1.16497897
1648287480000,44507.9,44508.0,44507.9,44507.9,0.30915231
1648287540000,44507.9,44509.4,44507.9,44509.4,1.01700144
1648287600000,44509.4,44509.4,44509.3,44509.4,0.22737775
1648287660000,44509.4,44509.4,44488.0,44488.0,1.71679682
1648287720000,44486.8,44486.8,44460.0,44464.0,8.69424119
1648287780000,44464.0,44464.0,44460.0,44460.0,0.73876515
1648287840000,44460.1,44460.1,44450.0,44450.1,5.57942087
1648287900000,44450.0,44452.0,44440.1,44452.0,0.35139099
1648287960000,44452.0,44452.0,44448.0,44452.0,0.51355823
1648288020000,44451.9,44452.0,44440.0,44440.1,1.60063209
1648288080000,44440.1,44448.0,44440.0,44440.1,0.66436842
1648288140000,44440.2,44450.0,44440.1,44444.9,0.34099519
1648288200000,44444.9,44460.0,44444.0,44460.0,0.30045375
1648288260000,44460.0,44460.0,44458.0,44460.0,0.67549406
1648288320000,44459.9,44464.9,44444.1,44444.2,1.74715721
1648288380000,44444.1,44458.1,44444.1,44456.8,0.3604655
1648288440000,44456.9,44470.0,44456.8,44469.9,2.04284225
1648288500000,44469.9,44469.9,44468.0,44469.9,0.08140066
1648288560000,44469.9,44470.0,44465.4,44470.0,0.79149092
1648288620000,44470.0,44480.0,44469.9,44479.9,0.51736704
1648288680000,44480.0,44490.0,44480.0,44490.0,0.97143914
1648288740000,44490.5,44494.0,44480.0,44481.9,1.1323718
1648288800000,44481.9,44496.0,44481.9,44494.8,0.28488831
1648288860000,44494.8,44494.9,44470.2,44470.3,1.40846452
1648288920000,44470.2,44470.2,44460.0,44462.0,0.93152295
1648288980000,44461.9,44462.0,44450.0,44453.9,2.54839637
1648289040000,44453.9,44454.0,44444.1,44447.0,0.34584547
1648289100000,44447.1,44460.0,44447.1,44460.0,1.45521465
1648289160000,44459.9,44459.9,44456.0,44456.1,0.01692864
1648289220000,44456.0,44458.0,44452.0,44452.1,0.08223691
1648289280000,44452.0,44452.1,44445.0,44450.5,2.47137886
1648289340000,44450.5,44469.7,44450.5,44468.7,0.9037161
1648289400000,44468.7,44476.0,44468.7,44473.8,1.34670384
1648289460000,44473.8,44473.9,44470.9,44470.9,0.56532511
1648289520000,44470.8,44479.9,44460.9,44463.7,0.32222181
1648289580000,44463.6,44470.0,44463.6,44469.8,2.39587919
1648289640000,44469.9,44469.9,44444.0,44444.1,1.56794358
1648289700000,44444.0,44460.4,44444.0,44460.4,1.55818458
