open_time,open,high,low,close,volume
1690600320000,29380.0,29380.0,29379.9,29379.9,0.88472504
1690600380000,29379.9,29380.0,29376.2,29376.2,1.82213078
1690600440000,29376.2,29376.3,29376.2,29376.2,0.07076674
1690600500000,29376.3,29380.0,29376.2,29380.0,0.47041597
1690600560000,29380.7,29382.0,29380.7,29382.0,0.7854326
1690600620000,29382.0,29382.4,29381.9,29382.3,0.26665329
1690600680000,29382.3,29383.0,29382.3,29382.9,0.10104332
1690600740000,29382.9,29383.0,29382.9,29383.0,0.02783262
1690600800000,29383.0,29383.0,29382.9,29383.0,0.25669242
1690600860000,29383.0,29384.0,29383.0,29383.9,0.30554372
1690600920000,29384.0,29384.0,29380.7,29380.7,1.28653222
1690600980000,29380.7,29380.8,29380.7,29380.7,0.94468663
1690601040000,29380.7,29380.8,29380.7,29380.8,0.00631033
1690601100000,29380.7,29380.8,29380.7,29380.8,0.19315165
1690601160000,29380.7,29382.7,29380.7,29382.7,1.863033
1690601220000,29382.6,29382.7,29382.6,29382.6,0.22287421
1690601280000,29382.6,29382.7,29381.8,29381.8,1.52289304
1690601340000,29381.9,29381.9,29381.8,29381.9,0.14393265
1690601400000,29381.8,29384.0,29381.8,29384.0,0.41778859
1690601460000,29384.0,29384.0,29383.9,29383.9,0.56847313
1690601520000,29383.9,29384.0,29383.9,29383.9,0.09754836
1690601580000,29383.9,29384.0,29381.8,29381.8,0.53866049
1690601640000,29381.8,29381.8,29378.5,29378.5,1.01792484
1690601700000,29378.5,29380.0,29378.5,29379.9,3.18890895
1690601760000,29380.0,29380.0,29377.0,29377.0,0.5564903
1690601820000,29377.1,29377.1,29377.0,29377.1,0.47159878
1690601880000,29377.0,29377.0,29377.0,29377.0,0.01701241
1690601940000,29377.0,29377.1,29377.0,29377.1,0.55880035
1690602000000,29377.1,29377.1,29377.0,29377.1,0.6670216
1690602060000,29377.0,29377.1,29377.0,29377.0,0.88440754
1690602120000,29377.0,29377.1,29376.0,29376.0,1.20628812
1690602180000,29376.0,29376.0,29372.8,29372.9,1.11359745
1690602240000,29372.8,29372.9,29372.8,29372.9,0.09624441
1690602300000,29372.9,29372.9,29372.8,29372.9,0.20486369
1690602360000,29372.9,29372.9,29372.8,29372.8,0.12052576
1690602420000,29372.8,29372.9,29372.8,29372.8,1.07285398
1690602480000,29372.8,29372.8,29369.4,29369.4,1.36209537
1690602540000,29369.4,29369.5,29369.4,29369.4,0.2266876
1690602600000,29369.4,29369.5,29369.4,29369.4,0.12510314
1690602660000,29369.4,29369.5,29369.4,29369.5,0.14131276
1690602720000,29369.4,29369.5,29366.4,29366.4,0.56829967
1690602780000,29366.4,29366.5,29366.4,29366.4,0.40831485
1690602840000,29366.5,29366.5,29366.4,29366.5,0.09241764
1690602900000,29366.4,29369.4,29366.4,29369.4,0.61565134
