open_time,open,high,low,close,volume
1684987020000,26183.1,26187.6,26183.1,26184.6,1.62199761
1684987080000,26184.5,26194.2,26184.5,26187.4,1.39035587
1684987140000,26187.3,26187.3,26181.0,26181.0,0.8473946
1684987200000,26181.0,26181.1,26172.8,26172.9,1.75121604
1684987260000,26172.9,26196.6,26172.9,26184.7,12.07663462
1684987320000,26184.6,26184.7,26178.9,26181.3,1.94792448
1684987380000,26179.6,26181.3,26178.4,26178.4,0.52989867
1684987440000,26178.4,26178.4,26163.3,26163.3,10.67087265
1684987500000,26163.2,26165.4,26152.7,26152.7,6.75177753
1684987560000,26152.7,26165.8,26150.6,26160.7,2.0590282
1684987620000,26160.7,26171.2,26160.7,26167.5,0.53987007
1684987680000,26167.5,26167.5,26159.1,26160.0,0.95354205
1684987740000,26160.0,26166.8,26160.0,26166.7,0.44914257
1684987800000,26166.7,26175.6,26166.7,26175.1,0.68765081
1684987860000,26175.4,26187.9,26175.4,26186.2,0.84707845
1684987920000,26186.1,26195.1,26186.1,26194.7,3.72638623
1684987980000,26194.8,26205.7,26194.7,26194.8,10.04683467
1684988040000,26194.8,26202.9,26194.8,26202.8,3.74919836
1684988100000,26202.8,26202.8,26200.0,26200.3,0.89917677
1684988160000,26199.7,26199.7,26190.4,26190.5,1.01458763
1684988220000,26190.4,26196.6,26190.4,26196.6,0.76773082
1684988280000,26196.5,26200.0,26196.5,26200.0,0.84748584
1684988340000,26200.0,26209.9,26200.0,26209.4,10.3901463
1684988400000,26209.3,26214.0,26209.2,26209.5,3.2840055
1684988460000,26209.5,26212.5,26201.0,26207.1,3.3587961
1684988520000,26207.2,26212.3,26207.2,26210.4,2.97191502
1684988580000,26210.3,26225.9,26209.9,26224.8,2.1191664
1684988640000,26224.8,26241.2,26224.7,26235.9,3.50233144
1684988700000,26235.9,26254.2,26235.9,26244.1,6.92496428
1684988760000,26241.4,26241.4,26220.0,26240.3,6.6037919
1684988820000,26240.3,26240.3,26212.2,26219.6,3.06970999
1684988880000,26219.5,26219.6,26207.5,26213.4,3.07652331
1684988940000,26213.4,26213.5,26206.1,26206.1,1.4571251
1684989000000,26206.2,26223.2,26206.1,26222.4,2.44924368
1684989060000,26222.4,26226.5,26220.3,26226.5,0.6131225
1684989120000,26226.5,26226.5,26210.8,26210.9,3.5266765
1684989180000,26210.9,26217.6,26210.8,26213.7,1.92800348
1684989240000,26213.7,26223.2,26213.6,26218.9,0.37120749
1684989300000,26218.8,26228.1,26216.6,26220.1,1.58695551
1684989360000,26220.1,26221.9,26216.3,26216.3,1.6799347
1684989420000,26214.8,26233.5,26214.7,26233.4,0.97588146
1684989480000,26233.4,26269.9,26233.4,26256.4,11.84553814
1684989540000,26256.5,26260.3,26243.0,26243.1,18.97775505
1684989600000,26243.1,26247.6,26243.1,26245.0,1.5329666
1684989660000,26245.0,26245.0,26244.9,26245.0,0.9601951
1684989720000,26245.0,26245.0,26244.0,26244.1,0.47292281
1684989780000,26244.1,26244.1,26236.0,26238.6,1.03103991
1684989840000,26238.6,26238.6,26220.3,26220.3,4.60056651
1684989900000,26220.3,26228.6,26217.2,26226.8,1.15095113
1684989960000,26226.8,26228.6,26225.0,26225.1,1.95546398
1684990020000,26225.1,26225.1,26215.7,26215.8,1.06013945
1684990080000,26215.7,26215.8,26209.4,26209.4,1.21767715
1684990140000,26209.4,26209.4,26206.3,26207.0,1.7494302
1684990200000,26206.9,26215.8,26206.9,26215.8,0.66908161
1684990260000,26215.8,26215.8,26211.1,26215.8,1.15996029
1684990320000,26215.8,26218.5,26215.7,26217.2,0.61804708
1684990380000,26217.2,26218.4,26217.2,26218.3,0.12651061
1684990440000,26218.3,26218.3,26218.2,26218.3,0.2219818
1684990500000,26218.2,26218.3,26218.2,26218.3,0.15000162
1684990560000,26218.2,26218.3,26205.0,26205.5,2.98247305
1684990620000,26205.6,26215.8,26204.9,26215.7,6.49650737
1684990680000,26215.8,26215.8,26215.7,26215.8,0.14994696
1684990740000,26215.8,26234.8,26215.7,26221.9,2.22005385
1684990800000,26222.0,26225.4,26218.3,26218.4,1.021614
1684990860000,26218.4,26220.0,26215.1,26217.9,0.4206617
1684990920000,26217.0,26221.9,26217.0,26221.8,0.26950743
1684990980000,26221.9,26225.3,26221.9,26225.3,0.10983929
1684991040000,26225.4,26225.4,26217.0,26217.1,3.02095291
1684991100000,26217.1,26217.1,26216.9,26217.0,1.25609299
1684991160000,26217.0,26225.7,26216.9,26225.7,0.72118226
1684991220000,26226.5,26232.4,26226.4,26232.3,0.20244493
1684991280000,26232.4,26235.6,26232.4,26235.6,0.11234284
1684991340000,26235.6,26235.7,26235.5,26235.7,0.19929683
1684991400000,26235.8,26235.8,26222.4,26222.4,0.54176965
1684991460000,26222.4,26226.3,26220.7,26223.9,0.38239521
1684991520000,26224.9,26225.8,26222.8,26222.8,0.24299738
1684991580000,26222.6,26222.7,26220.8,26222.7,0.78308044
1684991640000,26222.8,26222.8,26218.4,26219.9,0.49769587
1684991700000,26218.5,26227.3,26213.4,26227.2,2.42468543
1684991760000,26227.3,26232.8,26227.2,26232.8,0.79802546
1684991820000,26232.8,26236.0,26232.8,26235.9,1.03597671
1684991880000,26236.0,26246.9,26236.0,26246.7,0.25589194
1684991940000,26246.7,26254.9,26246.7,26254.7,1.68060827
1684992000000,26254.8,26255.8,26250.6,26255.1,0.20325883
1684992060000,26255.1,26255.1,26240.0,26243.8,2.83897356
1684992120000,26243.9,26257.0,26240.1,26256.9,7.37111635
1684992180000,26256.9,26259.9,26254.6,26254.6,2.85794284
1684992240000,26254.7,26258.3,26250.0,26257.2,2.65334502
1684992300000,26257.3,26259.9,26254.9,26259.9,0.27158081
1684992360000,26259.9,26260.0,26258.1,26258.1,1.51670746
1684992420000,26258.2,26260.0,26257.3,26260.0,1.42992837
1684992480000,26260.0,26263.3,26260.0,26263.3,0.25230735
1684992540000,26263.3,26272.7,26263.2,26270.0,9.88589083
1684992600000,26272.5,26272.6,26264.3,26264.4,1.45378616
1684992660000,26264.5,26264.5,26260.9,26261.0,5.52013821
1684992720000,26261.0,26261.0,26257.0,26257.0,0.67747432
1684992780000,26257.1,26273.9,26257.1,26268.3,3.24819777
1684992840000,26266.6,26266.7,26259.2,26259.2,0.09135023
1684992900000,26258.9,26259.0,26255.0,26257.1,0.88928845
1684992960000,26255.1,26257.2,26255.1,26255.1,0.24043846
